0	1	2	3	4	1_binned	2_binned	3_binned	4_binned
1	0.736	-0.884	-1.632	0.53	(0.617, 0.745]	(-1.216, -0.727]	(-1.742, -1.358]	(0.376, 0.56]
1	0.793	-0.12	0.99	2.447	(0.745, 0.881]	(-0.39, -0.0025]	(0.796, 1.272]	(1.578, 5.7]
1	1.013	-0.437	-1.047	0.905	(0.881, 1.045]	(-0.727, -0.39]	(-1.358, -0.897]	(0.884, 1.084]
1	1.119	-0.804	0.62	1.092	(1.045, 1.267]	(-1.216, -0.727]	(0.416, 0.796]	(1.084, 1.27]
1	1.152	-0.448	-0.949	1.24	(1.045, 1.267]	(-0.727, -0.39]	(-1.358, -0.897]	(1.084, 1.27]
0	1.299	-1.578	0.576	0.506	(1.267, 1.663]	(-2.36, -1.216]	(0.416, 0.796]	(0.376, 0.56]
0	1.631	0.635	-0.306	0.215	(1.267, 1.663]	(0.383, 0.729]	(-0.498, -0.0495]	(0.018, 0.376]
0	1.011	-0.372	-0.521	0.203	(0.881, 1.045]	(-0.39, -0.0025]	(-0.897, -0.498]	(0.018, 0.376]
0	1.698	0.254	0.09	1.329	(1.663, 5.331]	(-0.0025, 0.383]	(-0.0495, 0.416]	(1.27, 1.578]
0	1.687	-1.122	-0.905	0.405	(1.663, 5.331]	(-1.216, -0.727]	(-1.358, -0.897]	(0.376, 0.56]
1	0.704	-0.2	-0.918	1.037	(0.617, 0.745]	(-0.39, -0.0025]	(-1.358, -0.897]	(0.884, 1.084]
1	0.785	-1.415	0.797	0.675	(0.745, 0.881]	(-2.36, -1.216]	(0.796, 1.272]	(0.56, 0.727]
0	0.629	0.532	-1.103	0.638	(0.617, 0.745]	(0.383, 0.729]	(-1.358, -0.897]	(0.56, 0.727]
0	0.58	-0.427	-0.57	1.226	(0.463, 0.617]	(-0.727, -0.39]	(-0.897, -0.498]	(1.084, 1.27]
1	0.406	-0.898	-0.21	0.259	(0.274, 0.463]	(-1.216, -0.727]	(-0.498, -0.0495]	(0.018, 0.376]
1	0.554	0.356	-0.511	2.467	(0.463, 0.617]	(-0.0025, 0.383]	(-0.897, -0.498]	(1.578, 5.7]
1	0.906	0.291	-0.761	1.419	(0.881, 1.045]	(-0.0025, 0.383]	(-0.897, -0.498]	(1.27, 1.578]
1	0.295	1.668	-0.353	0.459	(0.274, 0.463]	(1.236, 2.43]	(-0.498, -0.0495]	(0.376, 0.56]
0	0.703	-0.281	0.924	1.084	(0.617, 0.745]	(-0.39, -0.0025]	(0.796, 1.272]	(0.884, 1.084]
0	0.837	-1.376	-0.253	0.859	(0.745, 0.881]	(-2.36, -1.216]	(-0.498, -0.0495]	(0.727, 0.884]
0	0.425	1.198	-0.499	1.453	(0.274, 0.463]	(0.729, 1.236]	(-0.897, -0.498]	(1.27, 1.578]
1	0.591	1.441	-1.402	1.68	(0.463, 0.617]	(1.236, 2.43]	(-1.742, -1.358]	(1.578, 5.7]
1	0.703	-0.798	-1.426	0.58	(0.617, 0.745]	(-1.216, -0.727]	(-1.742, -1.358]	(0.56, 0.727]
1	0.43	1.295	-1.078	0.335	(0.274, 0.463]	(1.236, 2.43]	(-1.358, -0.897]	(0.018, 0.376]
1	0.319	0.162	-0.815	1.435	(0.274, 0.463]	(-0.0025, 0.383]	(-0.897, -0.498]	(1.27, 1.578]
0	0.645	1.492	1.414	1.287	(0.617, 0.745]	(1.236, 2.43]	(1.272, 1.743]	(1.27, 1.578]
1	0.976	-0.919	0.68	0.233	(0.881, 1.045]	(-1.216, -0.727]	(0.416, 0.796]	(0.018, 0.376]
0	0.34	-0.962	0.132	1.928	(0.274, 0.463]	(-1.216, -0.727]	(-0.0495, 0.416]	(1.578, 5.7]
1	1.072	0.289	1.245	0.781	(1.045, 1.267]	(-0.0025, 0.383]	(0.796, 1.272]	(0.727, 0.884]
0	0.471	-0.701	-0.227	1.114	(0.463, 0.617]	(-0.727, -0.39]	(-0.498, -0.0495]	(1.084, 1.27]
0	0.706	1.344	-0.79	0.354	(0.617, 0.745]	(1.236, 2.43]	(-0.897, -0.498]	(0.018, 0.376]
0	0.692	0.556	0.29	1.077	(0.617, 0.745]	(0.383, 0.729]	(-0.0495, 0.416]	(0.884, 1.084]
1	1.444	-0.011	0.918	0.786	(1.267, 1.663]	(-0.39, -0.0025]	(0.796, 1.272]	(0.727, 0.884]
0	0.282	0.276	-0.532	0.852	(0.274, 0.463]	(-0.0025, 0.383]	(-0.897, -0.498]	(0.727, 0.884]
1	0.664	-0.406	-0.535	1.312	(0.617, 0.745]	(-0.727, -0.39]	(-0.897, -0.498]	(1.27, 1.578]
0	3.356	-0.497	0.92	2.241	(1.663, 5.331]	(-0.727, -0.39]	(0.796, 1.272]	(1.578, 5.7]
1	0.691	-1.415	1.141	0.553	(0.617, 0.745]	(-2.36, -1.216]	(0.796, 1.272]	(0.376, 0.56]
1	1.19	-0.865	-1.286	0.551	(1.045, 1.267]	(-1.216, -0.727]	(-1.358, -0.897]	(0.376, 0.56]
1	0.603	-0.301	1.575	0.651	(0.463, 0.617]	(-0.39, -0.0025]	(1.272, 1.743]	(0.56, 0.727]
1	1.447	-1.325	-0.344	0.917	(1.267, 1.663]	(-2.36, -1.216]	(-0.498, -0.0495]	(0.884, 1.084]
0	2.057	1.335	1.524	1.329	(1.663, 5.331]	(1.236, 2.43]	(1.272, 1.743]	(1.27, 1.578]
1	1.539	-0.726	0.54	0.785	(1.267, 1.663]	(-0.727, -0.39]	(0.416, 0.796]	(0.727, 0.884]
1	0.841	0.12	-0.965	1.057	(0.745, 0.881]	(-0.0025, 0.383]	(-1.358, -0.897]	(0.884, 1.084]
0	0.555	-0.876	-1.496	1.017	(0.463, 0.617]	(-1.216, -0.727]	(-1.742, -1.358]	(0.884, 1.084]
0	3.968	-0.884	1.743	1.228	(1.663, 5.331]	(-1.216, -0.727]	(1.272, 1.743]	(1.084, 1.27]
1	1.083	-0.136	1.574	0.804	(1.045, 1.267]	(-0.39, -0.0025]	(1.272, 1.743]	(0.727, 0.884]
0	0.789	1.014	0.446	0.338	(0.745, 0.881]	(0.729, 1.236]	(0.416, 0.796]	(0.018, 0.376]
0	1.148	0.037	0.824	1.506	(1.045, 1.267]	(-0.0025, 0.383]	(0.796, 1.272]	(1.27, 1.578]
1	0.442	0.931	-1.322	1.243	(0.274, 0.463]	(0.729, 1.236]	(-1.358, -0.897]	(1.084, 1.27]
0	1.705	-0.324	-1.051	0.503	(1.663, 5.331]	(-0.39, -0.0025]	(-1.358, -0.897]	(0.376, 0.56]
1	0.365	-0.571	-0.945	0.094	(0.274, 0.463]	(-0.727, -0.39]	(-1.358, -0.897]	(0.018, 0.376]
1	0.815	0.519	0.07	1.116	(0.745, 0.881]	(0.383, 0.729]	(-0.0495, 0.416]	(1.084, 1.27]
0	0.95	-0.274	0.3	1.403	(0.881, 1.045]	(-0.39, -0.0025]	(-0.0495, 0.416]	(1.27, 1.578]
0	0.919	0.236	-0.612	1.227	(0.881, 1.045]	(-0.0025, 0.383]	(-0.897, -0.498]	(1.084, 1.27]
0	0.77	0.759	0.736	0.736	(0.745, 0.881]	(0.729, 1.236]	(0.416, 0.796]	(0.727, 0.884]
0	1.045	0.237	-1.715	1.0	(0.881, 1.045]	(-0.0025, 0.383]	(-1.742, -1.358]	(0.884, 1.084]
1	0.737	0.111	-1.599	1.047	(0.617, 0.745]	(-0.0025, 0.383]	(-1.742, -1.358]	(0.884, 1.084]
1	0.43	-0.795	0.753	0.833	(0.274, 0.463]	(-1.216, -0.727]	(0.416, 0.796]	(0.727, 0.884]
0	1.267	1.312	-0.193	0.674	(1.045, 1.267]	(1.236, 2.43]	(-0.498, -0.0495]	(0.56, 0.727]
0	0.411	-2.314	1.243	0.286	(0.274, 0.463]	(-2.36, -1.216]	(0.796, 1.272]	(0.018, 0.376]
0	0.568	-0.484	-0.507	0.522	(0.463, 0.617]	(-0.727, -0.39]	(-0.897, -0.498]	(0.376, 0.56]
1	0.746	0.534	-1.727	0.757	(0.745, 0.881]	(0.383, 0.729]	(-1.742, -1.358]	(0.727, 0.884]
1	0.603	1.177	-0.435	1.395	(0.463, 0.617]	(0.729, 1.236]	(-0.498, -0.0495]	(1.27, 1.578]
0	0.564	-0.29	0.604	0.391	(0.463, 0.617]	(-0.39, -0.0025]	(0.416, 0.796]	(0.376, 0.56]
1	1.091	-0.295	0.673	0.296	(1.045, 1.267]	(-0.39, -0.0025]	(0.416, 0.796]	(0.018, 0.376]
0	1.251	-0.903	-1.037	0.29	(1.045, 1.267]	(-1.216, -0.727]	(-1.358, -0.897]	(0.018, 0.376]
1	0.38	2.223	-1.632	1.2	(0.274, 0.463]	(1.236, 2.43]	(-1.742, -1.358]	(1.084, 1.27]
1	1.337	-0.088	-1.053	0.569	(1.267, 1.663]	(-0.39, -0.0025]	(-1.358, -0.897]	(0.56, 0.727]
0	2.183	-0.597	0.334	0.133	(1.663, 5.331]	(-0.727, -0.39]	(-0.0495, 0.416]	(0.018, 0.376]
0	1.576	1.712	-1.165	0.511	(1.267, 1.663]	(1.236, 2.43]	(-1.358, -0.897]	(0.376, 0.56]
0	1.148	-0.158	0.48	0.532	(1.045, 1.267]	(-0.39, -0.0025]	(0.416, 0.796]	(0.376, 0.56]
1	1.229	-1.187	0.889	0.634	(1.045, 1.267]	(-1.216, -0.727]	(0.796, 1.272]	(0.56, 0.727]
0	0.898	-0.837	-0.229	0.972	(0.881, 1.045]	(-1.216, -0.727]	(-0.498, -0.0495]	(0.884, 1.084]
1	1.808	-1.086	-1.533	0.992	(1.663, 5.331]	(-1.216, -0.727]	(-1.742, -1.358]	(0.884, 1.084]
0	1.28	-0.733	-1.638	1.119	(1.267, 1.663]	(-1.216, -0.727]	(-1.742, -1.358]	(1.084, 1.27]
0	1.132	1.83	1.01	5.547	(1.045, 1.267]	(1.236, 2.43]	(0.796, 1.272]	(1.578, 5.7]
0	0.283	-0.993	1.421	1.151	(0.274, 0.463]	(-1.216, -0.727]	(1.272, 1.743]	(1.084, 1.27]
0	2.298	0.328	-0.186	0.289	(1.663, 5.331]	(-0.0025, 0.383]	(-0.498, -0.0495]	(0.018, 0.376]
1	0.824	-1.436	-0.667	0.897	(0.745, 0.881]	(-2.36, -1.216]	(-0.897, -0.498]	(0.884, 1.084]
0	1.644	-1.171	-1.352	0.854	(1.267, 1.663]	(-1.216, -0.727]	(-1.358, -0.897]	(0.727, 0.884]
0	2.114	-0.49	-1.23	0.143	(1.663, 5.331]	(-0.727, -0.39]	(-1.358, -0.897]	(0.018, 0.376]
1	2.173	0.688	1.385	0.494	(1.663, 5.331]	(0.383, 0.729]	(1.272, 1.743]	(0.376, 0.56]
0	0.362	-0.623	-0.094	0.652	(0.274, 0.463]	(-0.727, -0.39]	(-0.498, -0.0495]	(0.56, 0.727]
0	0.722	-1.687	1.609	0.718	(0.617, 0.745]	(-2.36, -1.216]	(1.272, 1.743]	(0.56, 0.727]
0	0.501	2.095	-0.656	3.431	(0.463, 0.617]	(1.236, 2.43]	(-0.897, -0.498]	(1.578, 5.7]
1	0.774	-1.179	0.285	0.495	(0.745, 0.881]	(-1.216, -0.727]	(-0.0495, 0.416]	(0.376, 0.56]
1	0.974	0.339	-1.483	0.262	(0.881, 1.045]	(-0.0025, 0.383]	(-1.742, -1.358]	(0.018, 0.376]
1	0.471	-1.274	-1.286	1.53	(0.463, 0.617]	(-2.36, -1.216]	(-1.358, -0.897]	(1.27, 1.578]
1	1.987	0.656	-0.793	0.319	(1.663, 5.331]	(0.383, 0.729]	(-0.897, -0.498]	(0.018, 0.376]
1	1.098	1.986	0.505	1.088	(1.045, 1.267]	(1.236, 2.43]	(0.416, 0.796]	(1.084, 1.27]
1	1.879	-0.505	-1.528	0.267	(1.663, 5.331]	(-0.727, -0.39]	(-1.742, -1.358]	(0.018, 0.376]
1	0.675	0.805	1.619	1.846	(0.617, 0.745]	(0.729, 1.236]	(1.272, 1.743]	(1.578, 5.7]
0	0.554	0.619	1.04	3.079	(0.463, 0.617]	(0.383, 0.729]	(0.796, 1.272]	(1.578, 5.7]
0	0.749	-0.649	-0.47	1.787	(0.745, 0.881]	(-0.727, -0.39]	(-0.498, -0.0495]	(1.578, 5.7]
1	2.447	-0.507	1.655	0.301	(1.663, 5.331]	(-0.727, -0.39]	(1.272, 1.743]	(0.018, 0.376]
1	1.113	-0.43	-1.397	0.714	(1.045, 1.267]	(-0.727, -0.39]	(-1.742, -1.358]	(0.56, 0.727]
1	0.336	-1.917	0.471	0.572	(0.274, 0.463]	(-2.36, -1.216]	(0.416, 0.796]	(0.56, 0.727]
1	0.892	0.137	-0.084	0.509	(0.881, 1.045]	(-0.0025, 0.383]	(-0.498, -0.0495]	(0.376, 0.56]
1	0.395	0.578	0.747	1.939	(0.274, 0.463]	(0.383, 0.729]	(0.416, 0.796]	(1.578, 5.7]
0	0.424	-0.714	0.029	2.095	(0.274, 0.463]	(-0.727, -0.39]	(-0.0495, 0.416]	(1.578, 5.7]
0	0.582	0.167	1.192	1.301	(0.463, 0.617]	(-0.0025, 0.383]	(0.796, 1.272]	(1.27, 1.578]
0	1.225	-0.893	-1.589	2.172	(1.045, 1.267]	(-1.216, -0.727]	(-1.742, -1.358]	(1.578, 5.7]
1	2.054	1.082	0.131	0.331	(1.663, 5.331]	(0.729, 1.236]	(-0.0495, 0.416]	(0.018, 0.376]
0	1.319	0.241	1.057	1.784	(1.267, 1.663]	(-0.0025, 0.383]	(0.796, 1.272]	(1.578, 5.7]
1	1.471	-1.212	-1.277	1.476	(1.267, 1.663]	(-1.216, -0.727]	(-1.358, -0.897]	(1.27, 1.578]
0	1.424	1.123	-1.552	0.217	(1.267, 1.663]	(0.729, 1.236]	(-1.742, -1.358]	(0.018, 0.376]
0	0.44	-0.386	-0.493	1.082	(0.274, 0.463]	(-0.39, -0.0025]	(-0.498, -0.0495]	(0.884, 1.084]
0	1.237	-0.208	-0.792	0.863	(1.045, 1.267]	(-0.39, -0.0025]	(-0.897, -0.498]	(0.727, 0.884]
0	0.376	-1.987	-1.713	0.334	(0.274, 0.463]	(-2.36, -1.216]	(-1.742, -1.358]	(0.018, 0.376]
1	0.728	-0.776	1.739	0.607	(0.617, 0.745]	(-1.216, -0.727]	(1.272, 1.743]	(0.56, 0.727]
1	0.424	-2.146	-0.253	0.266	(0.274, 0.463]	(-2.36, -1.216]	(-0.498, -0.0495]	(0.018, 0.376]
0	1.152	1.118	0.03	0.354	(1.045, 1.267]	(0.729, 1.236]	(-0.0495, 0.416]	(0.018, 0.376]
0	0.425	0.551	0.925	1.083	(0.274, 0.463]	(0.383, 0.729]	(0.796, 1.272]	(0.884, 1.084]
1	0.892	-0.333	0.294	1.4	(0.881, 1.045]	(-0.39, -0.0025]	(-0.0495, 0.416]	(1.27, 1.578]
0	1.548	-1.045	-0.035	0.455	(1.267, 1.663]	(-1.216, -0.727]	(-0.0495, 0.416]	(0.376, 0.56]
0	2.321	-0.783	-0.1	1.382	(1.663, 5.331]	(-1.216, -0.727]	(-0.498, -0.0495]	(1.27, 1.578]
0	1.642	-0.917	-0.783	0.243	(1.267, 1.663]	(-1.216, -0.727]	(-0.897, -0.498]	(0.018, 0.376]
0	0.9	0.096	1.066	1.948	(0.881, 1.045]	(-0.0025, 0.383]	(0.796, 1.272]	(1.578, 5.7]
0	0.712	-0.227	0.05	1.66	(0.617, 0.745]	(-0.39, -0.0025]	(-0.0495, 0.416]	(1.578, 5.7]
1	1.075	0.719	-0.168	0.938	(1.045, 1.267]	(0.383, 0.729]	(-0.498, -0.0495]	(0.884, 1.084]
0	2.243	-1.695	-0.02	1.125	(1.663, 5.331]	(-2.36, -1.216]	(-0.0495, 0.416]	(1.084, 1.27]
1	0.531	0.554	1.743	1.299	(0.463, 0.617]	(0.383, 0.729]	(1.272, 1.743]	(1.27, 1.578]
0	0.399	1.909	-1.123	1.1	(0.274, 0.463]	(1.236, 2.43]	(-1.358, -0.897]	(1.084, 1.27]
1	0.331	0.758	1.528	1.575	(0.274, 0.463]	(0.729, 1.236]	(1.272, 1.743]	(1.27, 1.578]
0	0.561	-1.671	0.303	1.009	(0.463, 0.617]	(-2.36, -1.216]	(-0.0495, 0.416]	(0.884, 1.084]
0	0.513	1.738	1.001	1.013	(0.463, 0.617]	(1.236, 2.43]	(0.796, 1.272]	(0.884, 1.084]
1	0.757	0.022	-0.775	1.862	(0.745, 0.881]	(-0.0025, 0.383]	(-0.897, -0.498]	(1.578, 5.7]
0	1.177	1.021	0.804	1.538	(1.045, 1.267]	(0.729, 1.236]	(0.796, 1.272]	(1.27, 1.578]
0	3.211	-1.053	-1.274	0.813	(1.663, 5.331]	(-1.216, -0.727]	(-1.358, -0.897]	(0.727, 0.884]
0	1.917	-0.638	1.101	0.687	(1.663, 5.331]	(-0.727, -0.39]	(0.796, 1.272]	(0.56, 0.727]
1	0.573	1.144	-0.806	1.199	(0.463, 0.617]	(0.729, 1.236]	(-0.897, -0.498]	(1.084, 1.27]
0	1.536	-0.761	-0.482	2.613	(1.267, 1.663]	(-1.216, -0.727]	(-0.498, -0.0495]	(1.578, 5.7]
0	0.687	1.583	-0.708	1.385	(0.617, 0.745]	(1.236, 2.43]	(-0.897, -0.498]	(1.27, 1.578]
0	1.155	-0.234	-0.225	1.264	(1.045, 1.267]	(-0.39, -0.0025]	(-0.498, -0.0495]	(1.084, 1.27]
0	0.67	-0.98	-0.184	0.48	(0.617, 0.745]	(-1.216, -0.727]	(-0.498, -0.0495]	(0.376, 0.56]
1	0.38	-0.978	0.445	0.734	(0.274, 0.463]	(-1.216, -0.727]	(0.416, 0.796]	(0.727, 0.884]
0	0.347	-2.251	0.51	1.561	(0.274, 0.463]	(-2.36, -1.216]	(0.416, 0.796]	(1.27, 1.578]
1	1.528	0.425	-0.742	0.329	(1.267, 1.663]	(0.383, 0.729]	(-0.897, -0.498]	(0.018, 0.376]
1	0.766	0.317	-0.285	0.773	(0.745, 0.881]	(-0.0025, 0.383]	(-0.498, -0.0495]	(0.727, 0.884]
0	0.514	-0.069	-0.63	0.477	(0.463, 0.617]	(-0.39, -0.0025]	(-0.897, -0.498]	(0.376, 0.56]
0	0.94	-0.694	1.33	0.895	(0.881, 1.045]	(-0.727, -0.39]	(1.272, 1.743]	(0.884, 1.084]
1	0.407	2.138	1.044	0.743	(0.274, 0.463]	(1.236, 2.43]	(0.796, 1.272]	(0.727, 0.884]
1	0.787	1.108	-1.695	0.872	(0.745, 0.881]	(0.729, 1.236]	(-1.742, -1.358]	(0.727, 0.884]
0	1.365	1.113	1.709	0.438	(1.267, 1.663]	(0.729, 1.236]	(1.272, 1.743]	(0.376, 0.56]
1	0.717	-0.525	-0.352	1.629	(0.617, 0.745]	(-0.727, -0.39]	(-0.498, -0.0495]	(1.578, 5.7]
1	0.908	0.115	1.149	1.646	(0.881, 1.045]	(-0.0025, 0.383]	(0.796, 1.272]	(1.578, 5.7]
0	0.326	-1.718	-0.762	1.476	(0.274, 0.463]	(-2.36, -1.216]	(-0.897, -0.498]	(1.27, 1.578]
1	0.41	-0.63	-0.621	0.106	(0.274, 0.463]	(-0.727, -0.39]	(-0.897, -0.498]	(0.018, 0.376]
1	0.815	0.465	1.062	1.18	(0.745, 0.881]	(0.383, 0.729]	(0.796, 1.272]	(1.084, 1.27]
0	0.677	-1.636	-0.558	0.793	(0.617, 0.745]	(-2.36, -1.216]	(-0.897, -0.498]	(0.727, 0.884]
1	0.716	-0.196	-1.45	0.547	(0.617, 0.745]	(-0.39, -0.0025]	(-1.742, -1.358]	(0.376, 0.56]
1	0.821	-1.303	-0.662	0.255	(0.745, 0.881]	(-2.36, -1.216]	(-0.897, -0.498]	(0.018, 0.376]
1	3.017	-0.24	-0.278	0.742	(1.663, 5.331]	(-0.39, -0.0025]	(-0.498, -0.0495]	(0.727, 0.884]
1	0.525	0.09	-1.129	1.475	(0.463, 0.617]	(-0.0025, 0.383]	(-1.358, -0.897]	(1.27, 1.578]
0	0.541	1.873	0.034	0.982	(0.463, 0.617]	(1.236, 2.43]	(-0.0495, 0.416]	(0.884, 1.084]
1	0.861	1.019	-0.607	0.939	(0.745, 0.881]	(0.729, 1.236]	(-0.897, -0.498]	(0.884, 1.084]
1	0.382	-1.725	1.542	2.375	(0.274, 0.463]	(-2.36, -1.216]	(1.272, 1.743]	(1.578, 5.7]
0	1.356	-0.852	0.561	0.841	(1.267, 1.663]	(-1.216, -0.727]	(0.416, 0.796]	(0.727, 0.884]
1	1.89	-0.933	0.683	0.671	(1.663, 5.331]	(-1.216, -0.727]	(0.416, 0.796]	(0.56, 0.727]
1	0.809	-0.053	-0.717	1.257	(0.745, 0.881]	(-0.39, -0.0025]	(-0.897, -0.498]	(1.084, 1.27]
0	0.655	1.421	-0.148	1.282	(0.617, 0.745]	(1.236, 2.43]	(-0.498, -0.0495]	(1.27, 1.578]
1	0.589	-1.288	0.882	0.706	(0.463, 0.617]	(-2.36, -1.216]	(0.796, 1.272]	(0.56, 0.727]
1	0.464	2.117	1.455	1.277	(0.463, 0.617]	(1.236, 2.43]	(1.272, 1.743]	(1.27, 1.578]
0	0.883	0.282	1.525	0.923	(0.881, 1.045]	(-0.0025, 0.383]	(1.272, 1.743]	(0.884, 1.084]
0	1.139	1.25	-0.936	0.608	(1.045, 1.267]	(1.236, 2.43]	(-1.358, -0.897]	(0.56, 0.727]
0	2.183	1.059	-1.225	1.576	(1.663, 5.331]	(0.729, 1.236]	(-1.358, -0.897]	(1.27, 1.578]
1	0.95	-0.127	1.076	1.207	(0.881, 1.045]	(-0.39, -0.0025]	(0.796, 1.272]	(1.084, 1.27]
0	1.061	-0.398	-1.582	1.375	(1.045, 1.267]	(-0.727, -0.39]	(-1.742, -1.358]	(1.27, 1.578]
1	0.625	-0.581	0.952	1.814	(0.617, 0.745]	(-0.727, -0.39]	(0.796, 1.272]	(1.578, 5.7]
1	0.282	-0.038	0.753	0.129	(0.274, 0.463]	(-0.39, -0.0025]	(0.416, 0.796]	(0.018, 0.376]
1	0.728	1.193	1.172	1.265	(0.617, 0.745]	(0.729, 1.236]	(0.796, 1.272]	(1.084, 1.27]
0	0.521	-1.252	-1.33	1.137	(0.463, 0.617]	(-2.36, -1.216]	(-1.358, -0.897]	(1.084, 1.27]
0	0.425	-0.942	-0.408	1.318	(0.274, 0.463]	(-1.216, -0.727]	(-0.498, -0.0495]	(1.27, 1.578]
1	1.152	-0.412	-0.081	0.687	(1.045, 1.267]	(-0.727, -0.39]	(-0.498, -0.0495]	(0.56, 0.727]
1	1.073	1.471	-0.864	0.993	(1.045, 1.267]	(1.236, 2.43]	(-0.897, -0.498]	(0.884, 1.084]
0	0.688	0.289	-0.299	0.329	(0.617, 0.745]	(-0.0025, 0.383]	(-0.498, -0.0495]	(0.018, 0.376]
0	1.109	0.433	-0.468	1.175	(1.045, 1.267]	(0.383, 0.729]	(-0.498, -0.0495]	(1.084, 1.27]
0	0.946	1.536	0.058	0.724	(0.881, 1.045]	(1.236, 2.43]	(-0.0495, 0.416]	(0.56, 0.727]
1	0.617	1.733	-0.695	1.11	(0.463, 0.617]	(1.236, 2.43]	(-0.897, -0.498]	(1.084, 1.27]
1	1.852	0.057	-1.327	1.108	(1.663, 5.331]	(-0.0025, 0.383]	(-1.358, -0.897]	(1.084, 1.27]
0	0.869	0.15	-0.228	1.577	(0.745, 0.881]	(-0.0025, 0.383]	(-0.498, -0.0495]	(1.27, 1.578]
0	1.687	-0.743	0.796	1.179	(1.663, 5.331]	(-1.216, -0.727]	(0.416, 0.796]	(1.084, 1.27]
0	1.525	0.148	-0.799	0.902	(1.267, 1.663]	(-0.0025, 0.383]	(-0.897, -0.498]	(0.884, 1.084]
0	0.348	-0.907	0.642	0.978	(0.274, 0.463]	(-1.216, -0.727]	(0.416, 0.796]	(0.884, 1.084]
0	0.701	-0.799	-0.975	0.621	(0.617, 0.745]	(-1.216, -0.727]	(-1.358, -0.897]	(0.56, 0.727]
1	0.299	1.678	-0.207	1.484	(0.274, 0.463]	(1.236, 2.43]	(-0.498, -0.0495]	(1.27, 1.578]
0	1.447	0.708	-0.072	0.402	(1.267, 1.663]	(0.383, 0.729]	(-0.498, -0.0495]	(0.376, 0.56]
0	1.186	1.102	0.204	0.191	(1.045, 1.267]	(0.729, 1.236]	(-0.0495, 0.416]	(0.018, 0.376]
1	1.178	0.413	-0.465	1.224	(1.045, 1.267]	(0.383, 0.729]	(-0.498, -0.0495]	(1.084, 1.27]
1	0.598	-1.435	0.398	1.088	(0.463, 0.617]	(-2.36, -1.216]	(-0.0495, 0.416]	(1.084, 1.27]
0	0.847	1.179	-1.039	1.368	(0.745, 0.881]	(0.729, 1.236]	(-1.358, -0.897]	(1.27, 1.578]
0	0.714	1.317	-1.712	0.959	(0.617, 0.745]	(1.236, 2.43]	(-1.742, -1.358]	(0.884, 1.084]
1	0.359	1.363	0.13	0.783	(0.274, 0.463]	(1.236, 2.43]	(-0.0495, 0.416]	(0.727, 0.884]
1	0.79	-0.299	1.378	1.729	(0.745, 0.881]	(-0.39, -0.0025]	(1.272, 1.743]	(1.578, 5.7]
1	0.552	1.138	0.037	1.701	(0.463, 0.617]	(0.729, 1.236]	(-0.0495, 0.416]	(1.578, 5.7]
0	1.524	1.498	-1.736	0.578	(1.267, 1.663]	(1.236, 2.43]	(-1.742, -1.358]	(0.56, 0.727]
0	0.918	-1.183	1.706	0.657	(0.881, 1.045]	(-1.216, -0.727]	(1.272, 1.743]	(0.56, 0.727]
1	0.957	0.098	1.073	1.421	(0.881, 1.045]	(-0.0025, 0.383]	(0.796, 1.272]	(1.27, 1.578]
1	0.511	0.488	0.454	1.708	(0.463, 0.617]	(0.383, 0.729]	(0.416, 0.796]	(1.578, 5.7]
1	0.468	0.755	-0.715	0.455	(0.463, 0.617]	(0.729, 1.236]	(-0.897, -0.498]	(0.376, 0.56]
1	0.947	-1.734	1.738	0.854	(0.881, 1.045]	(-2.36, -1.216]	(1.272, 1.743]	(0.727, 0.884]
1	0.672	-0.078	1.17	1.109	(0.617, 0.745]	(-0.39, -0.0025]	(0.796, 1.272]	(1.084, 1.27]
1	1.321	-0.501	-1.721	0.785	(1.267, 1.663]	(-0.727, -0.39]	(-1.742, -1.358]	(0.727, 0.884]
0	0.512	1.691	-1.331	0.552	(0.463, 0.617]	(1.236, 2.43]	(-1.358, -0.897]	(0.376, 0.56]
1	0.982	-0.229	-0.513	2.079	(0.881, 1.045]	(-0.39, -0.0025]	(-0.897, -0.498]	(1.578, 5.7]
1	1.091	-1.01	0.509	0.501	(1.045, 1.267]	(-1.216, -0.727]	(0.416, 0.796]	(0.376, 0.56]
1	0.372	-1.892	0.776	0.68	(0.274, 0.463]	(-2.36, -1.216]	(0.416, 0.796]	(0.56, 0.727]
0	1.05	-0.001	-1.376	0.02	(1.045, 1.267]	(-0.0025, 0.383]	(-1.742, -1.358]	(0.018, 0.376]
0	0.904	1.056	0.005	0.71	(0.881, 1.045]	(0.729, 1.236]	(-0.0495, 0.416]	(0.56, 0.727]
1	0.541	-1.546	-0.236	1.359	(0.463, 0.617]	(-2.36, -1.216]	(-0.498, -0.0495]	(1.27, 1.578]
0	1.036	0.784	1.434	1.159	(0.881, 1.045]	(0.729, 1.236]	(1.272, 1.743]	(1.084, 1.27]
1	0.914	-0.525	0.572	0.679	(0.881, 1.045]	(-0.727, -0.39]	(0.416, 0.796]	(0.56, 0.727]
1	0.62	0.647	-0.146	1.161	(0.617, 0.745]	(0.383, 0.729]	(-0.498, -0.0495]	(1.084, 1.27]
0	0.756	-0.342	-0.004	0.726	(0.745, 0.881]	(-0.39, -0.0025]	(-0.0495, 0.416]	(0.56, 0.727]
1	0.81	-0.507	0.384	0.888	(0.745, 0.881]	(-0.727, -0.39]	(-0.0495, 0.416]	(0.884, 1.084]
